,ATS__c,Industry,numJobs,awards,contentCount,followers,freshContent,photos,starRating,clicks,monthOfSignupPageViews,timeOnSite,intDifficulty,intDuration,has_interviews,basePayAmount,subsidiary,employeesTotalNum,RespondedContacts,employerId,isWon
8274,UNKNOWN,Advertising & Marketing,0.0,0.0,6.0,38.0,2.0,20.0,5.0,167.0,169.0,28,2.0,20.0,1,65149.0,0,25.0,6.0,uiVuZ,False
8275,healthcareSource,Health Care,254.0,,,,,,,,,1042,3.0,13.0,1,133240.0,0,7500.0,10.0,aI47c,False
8276,other,"Arts, Entertainment & Recreation",552.0,,,,,,,,,1361,2.8,18.0,1,160827.0,0,8400.0,55.0,eesuv,False
8277,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,0.0,32.0,72.0,8.0,0.0,3.58333333333,,806.0,139,3.1,22.0,1,118589.0,0,350.0,1.0,1UxNf,False
8278,CustomCrawl,Non-Profit,10.0,0.0,24.0,104.0,4.0,6.0,3.33333333333,186.0,823.0,98,3.0,21.0,1,53791.0,0,350.0,6.0,56rRj,False
8279,UNKNOWN,Computer Hardware & Software,0.0,44.0,102.0,172.0,10.0,0.0,3.55,229.0,1163.0,919,2.6,11.0,1,55699.0,0,350.0,3.0,07WZl,False
8280,CustomCrawl,Advertising & Marketing,1.0,0.0,234.0,512.0,18.0,0.0,2.17757009346,212.0,3409.0,974,2.8,12.0,1,61960.0,0,375.0,1.0,EhEtz,True
8281,other,,4.0,0.0,2.0,16.0,0.0,0.0,5.0,200.0,275.0,211,3.0,,0,47000.0,0,30.0,1.0,UkFCE,False
8282,UNKNOWN,Computer Hardware & Software,0.0,0.0,0.0,2.0,0.0,0.0,,374.0,326.0,9,3.5,7.0,1,24667.0,0,125.0,1.0,6t3x4,True
8283,CustomCrawl,Non-Profit,2.0,0.0,6.0,20.0,2.0,6.0,3.66666666667,,126.0,73,,,0,67208.0,0,160.0,4.0,ChA0J,False
8284,ultiRecruit,Non-Profit,15.0,0.0,146.0,374.0,30.0,0.0,3.03125,496.0,4271.0,786,2.8,24.0,1,51967.0,0,750.0,5.0,kLwie,False
8285,CustomCrawl,Travel & Tourism,48.0,2.0,52.0,100.0,4.0,16.0,3.12,268.0,,539,2.0,,0,42862.0,0,750.0,4.0,03UN3,False
8286,other,Health Care,44.0,0.0,44.0,132.0,20.0,4.0,4.23529411765,302.0,3619.0,331,2.9,18.0,1,80365.0,0,350.0,3.0,RGXi9,True
8287,UNKNOWN,Information Technology,0.0,6.0,64.0,100.0,8.0,18.0,4.36,29.0,1115.0,524,3.4,3.0,1,637500.0,0,274.0,,OdKQf,False
8288,CustomCrawl,Information Technology,3.0,0.0,18.0,34.0,2.0,6.0,3.66666666667,1.0,205.0,429,,,0,65319.0,0,38.0,1.0,NR6s2,False
8289,kenexaBrassRing,Manufacturing,92.0,0.0,204.0,748.0,14.0,0.0,3.29268292683,536.0,,-62,2.5,23.0,1,69114.0,1,1625.0,34.0,O9AMV,False
8290,CustomCrawl,Business Services,88.0,2.0,356.0,1020.0,50.0,16.0,2.79333333333,647.0,5558.0,859,3.0,26.0,1,56477.0,0,7500.0,24.0,RWYDL,False
8291,CustomCrawl,Transportation & Logistics,6.0,0.0,238.0,644.0,18.0,0.0,3.18867924528,2888.0,7988.0,790,2.3,12.0,1,42927.0,1,8208.0,3.0,Z7Scm,False
8292,CustomCrawl,Computer Hardware & Software,3.0,0.0,50.0,120.0,20.0,24.0,4.8,732.0,2703.0,419,3.6,21.0,1,65910.0,0,125.0,5.0,g32eS,False
8293,CustomCrawl,Information Technology,4.0,0.0,2.0,6.0,2.0,0.0,3.0,,16.0,136,,,0,60000.0,0,25.0,1.0,hWhQJ,False
8294,other,Information Technology,44.0,0.0,70.0,840.0,4.0,0.0,3.31034482759,2094.0,3482.0,0,2.8,8.0,1,71246.0,0,125.0,7.0,LIeH0,False
8295,icims,Business Services,20.0,0.0,110.0,184.0,14.0,0.0,3.11111111111,177.0,1423.0,861,2.8,18.0,1,57387.0,0,350.0,7.0,M9PtJ,False
8296,healthcareSource,Health Care,115.0,6.0,66.0,240.0,6.0,0.0,3.31034482759,702.0,1372.0,29,2.4,19.0,1,48167.0,0,3400.0,34.0,8bmM6,True
8297,CustomCrawl,Retail,105.0,0.0,22.0,52.0,4.0,0.0,2.44444444444,11.0,274.0,46,2.0,14.0,1,25650.0,0,460.0,4.0,Rnz26,False
8298,iCIMS Master Feed,Manufacturing,15.0,0.0,28.0,78.0,4.0,0.0,3.58333333333,78.0,887.0,19,4.0,16.0,1,98328.0,1,412.0,3.0,mTfO2,False
8299,CustomCrawl,Finance,5.0,0.0,0.0,0.0,0.0,0.0,,22.0,15.0,38,,,0,0.0,1,125.0,,45lmf,False
8300,icims,Manufacturing,22.0,0.0,66.0,264.0,6.0,4.0,3.39285714286,269.0,694.0,487,3.3,20.0,1,510766.0,0,3000.0,8.0,mINlw,False
8301,CustomCrawl,Insurance,8.0,2.0,74.0,124.0,0.0,28.0,3.79310344828,27.0,599.0,693,2.7,23.0,1,55017.0,0,135.0,5.0,mq4Ec,False
8302,UNKNOWN,"Oil, Gas, Energy & Utilities",0.0,4.0,226.0,692.0,0.0,0.0,2.36538461538,,253.0,1148,2.7,24.0,1,79055.0,0,8697.0,3.0,dhc3l,False
8303,UNKNOWN,Advertising & Marketing,0.0,0.0,4.0,2.0,0.0,0.0,3.0,,10.0,247,1.0,1.0,1,20800.0,0,150.0,1.0,FAwYf,False
8304,UNKNOWN,Finance,0.0,0.0,18.0,142.0,2.0,2.0,3.42857142857,,939.0,423,2.4,4.0,1,182174.0,0,536.0,1.0,TUCwy,False
8305,UNKNOWN,Information Technology,0.0,0.0,0.0,4.0,0.0,12.0,,,42.0,65,,,0,0.0,0,25.0,1.0,Wi1AN,False
8306,other,Non-Profit,20.0,0.0,14.0,38.0,0.0,0.0,2.8,,28.0,-209,3.5,18.0,1,41153.0,0,200.0,,PO1yz,False
8307,CustomCrawl,"Arts, Entertainment & Recreation",97.0,0.0,60.0,206.0,0.0,0.0,3.28571428571,577.0,1478.0,0,2.7,19.0,1,47786.0,0,1800.0,1.0,dsMvD,False
8308,UNKNOWN,Manufacturing,0.0,0.0,10.0,46.0,0.0,0.0,3.4,5.0,427.0,709,,,0,61829.0,0,3000.0,,u3iy2,False
8309,OpenHire (FTP Feed),Non-Profit,29.0,0.0,34.0,66.0,0.0,0.0,4.18181818182,393.0,491.0,194,2.5,51.0,1,35560.0,0,850.0,1.0,sguhN,False
8310,UNKNOWN,Real Estate,0.0,0.0,12.0,24.0,0.0,0.0,3.33333333333,,194.0,381,2.5,2.0,1,29078.0,0,350.0,2.0,urXdC,False
8311,CustomCrawl,Non-Profit,14.0,0.0,12.0,14.0,6.0,0.0,3.83333333333,20.0,195.0,15,,,0,40252.0,0,95.0,,DRtZw,False
8312,taleo,"Arts, Entertainment & Recreation",89.0,0.0,200.0,1294.0,18.0,6.0,3.96296296296,1015.0,,-79,2.9,27.0,1,62353.0,0,4000.0,1.0,SBLNE,False
8313,CustomCrawl,Health Care,54.0,0.0,34.0,208.0,6.0,6.0,4.46153846154,34.0,324.0,279,3.0,12.0,1,48908.0,0,350.0,6.0,mQ1PP,False
8314,UNKNOWN,Media,0.0,0.0,38.0,76.0,8.0,4.0,2.5,162.0,424.0,98,3.0,9.0,1,36559.0,0,150.0,5.0,nSQUL,False
8315,UNKNOWN,Advertising & Marketing,0.0,0.0,26.0,36.0,18.0,0.0,3.0,,104.0,125,1.8,1.0,1,33280.0,0,25.0,1.0,Wz2fb,False
8316,CustomCrawl,Consumer Services,33.0,4.0,140.0,352.0,14.0,22.0,3.03448275862,172.0,2108.0,834,2.6,4.0,1,35397.0,0,3000.0,1.0,JHLf2,False
8317,ultiRecruit,Transportation & Logistics,2929.0,2.0,1308.0,2920.0,112.0,18.0,2.31006160164,10157.0,,856,1.4,8.0,1,25600.0,0,15000.0,24.0,8fnP9,False
8318,OpenHire (FTP Feed),Business Services,83.0,0.0,18.0,30.0,2.0,4.0,2.5,140.0,429.0,1072,3.0,,0,36083.0,1,790.0,4.0,TPzRR,False
8319,CustomCrawl,Transportation & Logistics,1.0,0.0,18.0,56.0,0.0,0.0,3.44444444444,512.0,840.0,0,,,0,35766.0,0,420.0,1.0,uEMOr,False
8320,CustomCrawl,Health Care,1190.0,4.0,680.0,2064.0,68.0,4.0,2.76086956522,3471.0,13439.0,1056,2.3,11.0,1,50798.0,0,29000.0,17.0,DskMz,True
8321,CustomCrawl,Education,89.0,0.0,122.0,256.0,14.0,2.0,2.63043478261,525.0,2899.0,253,3.3,21.0,1,54320.0,0,99.0,4.0,IWL33,False
8322,iCIMS Master Feed,Biotech & Pharmaceuticals,35.0,0.0,160.0,338.0,12.0,2.0,1.98275862069,334.0,2166.0,184,2.6,37.0,1,62084.0,0,400.0,6.0,erGHM,False
8323,CustomCrawl,Manufacturing,10.0,0.0,6.0,28.0,0.0,0.0,1.66666666667,40.0,178.0,0,,,0,78621.0,0,125.0,,DHi6z,False
8324,iCIMS Master Feed,Retail,11.0,0.0,74.0,212.0,8.0,22.0,4.2,224.0,1488.0,652,2.0,11.0,1,42290.0,1,3000.0,5.0,B66Pb,True
8325,UNKNOWN,Business Services,0.0,0.0,20.0,20.0,4.0,0.0,2.125,,349.0,43,2.7,8.0,1,60002.0,0,350.0,1.0,AofTL,False
8326,app.theresumator.com,Information Technology,8.0,2.0,44.0,112.0,6.0,0.0,3.73684210526,80.0,382.0,51,2.7,5.0,1,70718.0,0,125.0,4.0,nwleX,False
8327,UNKNOWN,Information Technology,0.0,0.0,30.0,50.0,4.0,0.0,2.13333333333,,242.0,0,,,0,62526.0,0,25.0,1.0,m8pg5,False
8328,other,Non-Profit,50.0,,,,,,,,,116,1.6,8.0,1,61529.0,0,930.0,5.0,eraQJ,False
8329,UNKNOWN,Information Technology,0.0,0.0,12.0,18.0,8.0,0.0,3.6,,1439.0,48,3.0,7.0,1,136000.0,0,38.0,1.0,Mk0Lh,False
8330,taleo,Manufacturing,64.0,86.0,208.0,530.0,12.0,8.0,3.31081081081,427.0,3251.0,1184,2.9,32.0,1,64766.0,0,3000.0,9.0,mB6Yc,False
8331,UNKNOWN,Information Technology,0.0,0.0,28.0,38.0,8.0,8.0,4.54545454545,19.0,454.0,651,3.3,33.0,1,68536.0,0,46.0,2.0,GLVlm,False
8332,UNKNOWN,Retail,0.0,0.0,118.0,266.0,8.0,12.0,2.79069767442,120.0,1938.0,533,2.2,13.0,1,36486.0,0,1000.0,2.0,eXv85,False
8333,CustomCrawl,"Oil, Gas, Energy & Utilities",13.0,4.0,24.0,246.0,0.0,18.0,4.91666666667,329.0,961.0,344,1.5,7.0,1,86500.0,0,53.0,2.0,IfkYn,False
8334,UNKNOWN,Manufacturing,0.0,0.0,126.0,368.0,14.0,0.0,2.69090909091,8.0,931.0,29,2.8,30.0,1,86704.0,0,3000.0,5.0,zApIM,False
8335,CustomCrawl,Business Services,10.0,0.0,32.0,150.0,10.0,6.0,4.4,196.0,1373.0,813,2.5,16.0,1,89154.0,0,90.0,4.0,68RBl,False
8336,ultiRecruit,Transportation & Logistics,77.0,12.0,710.0,1404.0,160.0,20.0,3.40963855422,1858.0,10916.0,1079,2.8,23.0,1,55901.0,0,3018.0,7.0,haA6g,True
8337,other,Transportation & Logistics,18.0,0.0,20.0,44.0,4.0,0.0,3.875,159.0,255.0,0,3.5,14.0,1,45733.0,0,215.0,3.0,ZX8EQ,False
8338,other,Biotech & Pharmaceuticals,5.0,0.0,10.0,20.0,4.0,0.0,1.0,25.0,849.0,120,3.0,15.0,1,0.0,0,125.0,1.0,NdcHH,False
8339,UNKNOWN,"Arts, Entertainment & Recreation",0.0,6.0,24.0,382.0,16.0,18.0,3.45454545455,6.0,110.0,18,3.0,3.0,1,428224.0,0,25.0,3.0,iNKcn,False
8340,Jobvite,Business Services,36.0,0.0,26.0,56.0,2.0,0.0,2.53846153846,132.0,651.0,0,1.0,21.0,1,42708.0,0,160.0,,7flwU,False
8341,UNKNOWN,Non-Profit,0.0,0.0,20.0,24.0,18.0,0.0,3.75,26.0,303.0,73,3.0,5.0,1,40133.0,0,38.0,2.0,oNnHk,False
8342,CustomCrawl,Information Technology,11.0,16.0,56.0,116.0,6.0,64.0,3.75,109.0,1568.0,540,3.0,13.0,1,176747.0,0,18.0,7.0,LrM5r,False
8343,EMPLOYER SOURCE,Finance,2.0,0.0,10.0,26.0,2.0,0.0,2.6,26.0,184.0,643,,,0,54336.0,0,350.0,6.0,ilKpy,False
8344,WorkableHR.com,Information Technology,3.0,0.0,34.0,88.0,18.0,10.0,2.11111111111,53.0,1714.0,427,2.5,13.0,1,48307.0,0,25.0,1.0,Pjnx1,False
8345,icims,Health Care,183.0,0.0,132.0,340.0,10.0,0.0,2.69090909091,1752.0,5385.0,127,2.5,20.0,1,69763.0,0,3000.0,1.0,v38ex,True
8346,UNKNOWN,Information Technology,0.0,0.0,70.0,116.0,0.0,6.0,1.89655172414,,279.0,0,1.8,4.0,1,92978.0,0,750.0,,J2KAQ,False
8347,EMPLOYER SOURCE,"Restaurants, Bars & Food Services",1.0,0.0,688.0,1294.0,166.0,6.0,3.63703703704,121.0,10787.0,457,2.4,13.0,1,16140.0,0,19000.0,12.0,k7u80,False
8348,taleo,"Construction, Repair & Maintenance",516.0,0.0,150.0,684.0,22.0,2.0,3.38805970149,896.0,3552.0,1177,2.9,29.0,1,43307.0,0,17931.0,4.0,Q9yGS,False
8349,CustomCrawl,Consumer Services,70.0,0.0,162.0,1170.0,22.0,8.0,3.02816901408,105.0,1775.0,698,1.9,14.0,1,63405.0,0,15000.0,3.0,PExo8,False
8350,CustomCrawl,Computer Hardware & Software,23.0,0.0,42.0,124.0,18.0,0.0,2.89473684211,448.0,1059.0,0,3.3,6.0,1,42338.0,0,750.0,2.0,8yL6J,False
8351,iCIMS Master Feed,Information Technology,25.0,0.0,22.0,74.0,6.0,0.0,3.6,103.0,697.0,580,3.0,14.0,1,83934.0,0,147.0,5.0,vuzxX,False
8352,CustomCrawl,Finance,9.0,0.0,2.0,22.0,2.0,0.0,5.0,12.0,29.0,77,,,0,37456.0,0,350.0,2.0,GCqCG,False
8353,UNKNOWN,Education,0.0,18.0,572.0,1022.0,34.0,0.0,2.55803571429,153.0,4764.0,1114,2.6,77.0,1,50891.0,0,3000.0,9.0,abFS8,False
8354,CustomCrawl,Manufacturing,1.0,22.0,304.0,574.0,18.0,10.0,2.39655172414,593.0,4461.0,796,2.7,19.0,1,55890.0,1,350.0,10.0,2TRoH,False
8355,CustomCrawl,Aerospace & Defense,71.0,0.0,14.0,62.0,0.0,0.0,4.42857142857,358.0,562.0,652,,,0,93696.0,0,350.0,2.0,jGYlD,False
8356,CustomCrawl,Computer Hardware & Software,9.0,6.0,30.0,48.0,6.0,14.0,4.88888888889,123.0,345.0,552,2.8,11.0,1,56240.0,0,15.0,7.0,BCOCd,False
8357,EMPLOYER SOURCE,Biotech & Pharmaceuticals,2.0,0.0,216.0,3136.0,0.0,2.0,3.19512195122,,,0,2.5,16.0,1,103538.0,1,17700.0,2.0,NIpr7,False
8358,CustomCrawl,Computer Hardware & Software,1.0,0.0,614.0,2720.0,40.0,10.0,2.51229508197,550.0,11095.0,503,2.6,20.0,1,340891.0,1,3000.0,1.0,McElB,False
8359,CustomCrawl,Information Technology,5.0,0.0,12.0,116.0,0.0,32.0,4.2,179.0,603.0,628,2.0,,0,56743.0,0,125.0,1.0,GYlG5,True
8360,UNKNOWN,Information Technology,0.0,2.0,62.0,154.0,2.0,52.0,2.78571428571,14.0,,655,3.0,7.0,1,72514.0,0,30.0,6.0,LBk4a,False
8361,EMPLOYER SOURCE,Information Technology,1.0,0.0,94.0,224.0,12.0,0.0,2.9512195122,25.0,1046.0,587,2.6,7.0,1,107022.0,0,750.0,3.0,KoNQa,False
8362,other,Finance,5.0,0.0,12.0,46.0,0.0,0.0,3.33333333333,207.0,615.0,0,3.0,14.0,1,58954.0,1,350.0,3.0,lBODA,False
8363,other,Health Care,20.0,2.0,46.0,70.0,4.0,0.0,2.4,93.0,,0,1.7,3.0,1,35787.0,0,,2.0,P5ZYb,False
8364,CustomCrawl,Insurance,8.0,0.0,28.0,52.0,4.0,0.0,3.92307692308,,321.0,0,3.0,14.0,1,53563.0,0,240.0,,KPgDU,False
8365,CustomCrawl,Information Technology,4.0,0.0,28.0,68.0,4.0,18.0,3.77777777778,,450.0,361,3.5,20.0,1,95369.0,0,125.0,7.0,1czPu,False
8366,icims,Real Estate,3.0,0.0,14.0,20.0,6.0,0.0,4.4,219.0,697.0,184,1.6,5.0,1,47058.0,1,125.0,2.0,cLTwb,False
8367,EMPLOYER SOURCE,Retail,4.0,2.0,84.0,482.0,10.0,6.0,3.4358974359,73.0,3011.0,0,2.6,9.0,1,49603.0,0,3500.0,12.0,Eg3Sy,True
8368,other,Retail,1106.0,4.0,3582.0,10372.0,230.0,50.0,3.0393220339,2841.0,,1175,1.8,8.0,1,31813.0,0,40000.0,5.0,eI8wj,False
8369,CustomCrawl,Accounting & Legal,4.0,0.0,50.0,34.0,10.0,0.0,2.71428571429,38.0,131.0,0,3.0,13.0,1,50710.0,0,300.0,,TPAcO,False
8370,UNKNOWN,Non-Profit,0.0,4.0,8.0,16.0,2.0,0.0,1.0,15.0,113.0,260,,,0,52000.0,0,125.0,1.0,pLvRv,False
8371,other,Manufacturing,59.0,2.0,914.0,2894.0,100.0,22.0,3.37874659401,4047.0,17029.0,1098,2.5,21.0,1,63833.0,1,3400.0,4.0,dlSVc,False
8372,UNKNOWN,"Restaurants, Bars & Food Services",0.0,0.0,66.0,224.0,4.0,0.0,2.32142857143,,507.0,579,2.3,5.0,1,20261.0,0,450.0,,jBkLZ,False
8373,taleo,Finance,154.0,0.0,66.0,146.0,10.0,0.0,2.625,48.0,1443.0,27,2.8,13.0,1,69455.0,0,750.0,1.0,jRAJm,True
8374,UNKNOWN,Education,0.0,0.0,102.0,140.0,22.0,10.0,2.72093023256,143.0,770.0,203,2.2,5.0,1,545835.0,0,40.0,1.0,aIsSH,False
8375,UNKNOWN,Finance,0.0,0.0,18.0,80.0,2.0,0.0,2.75,337.0,583.0,329,2.0,7.0,1,51013.0,0,35.0,,rYpR1,False
8376,CustomCrawl,Advertising & Marketing,18.0,0.0,22.0,136.0,10.0,12.0,3.0,312.0,1186.0,129,3.0,15.0,1,38584.0,0,125.0,5.0,CEbeI,False
8377,EMPLOYER SOURCE,Advertising & Marketing,4.0,0.0,2.0,14.0,0.0,0.0,5.0,109.0,258.0,65,,,0,80080.0,0,25.0,1.0,C2KnS,False
8378,icims,Advertising & Marketing,3.0,0.0,20.0,26.0,0.0,8.0,3.42857142857,20.0,356.0,427,3.3,5.0,1,30000.0,0,25.0,2.0,BmykB,False
8379,CustomCrawl,Finance,5.0,14.0,94.0,412.0,16.0,32.0,4.1935483871,370.0,2903.0,825,3.0,10.0,1,51498.0,0,100.0,18.0,MfyF3,False
8380,CustomCrawl,Transportation & Logistics,18.0,0.0,110.0,448.0,8.0,0.0,3.47826086957,99.0,3144.0,0,2.5,48.0,1,100493.0,0,4800.0,,h4r7G,False
8381,UNKNOWN,Business Services,0.0,,,,,,,,,163,,,0,52931.0,0,108.0,1.0,pHRSu,False
8382,iCIMS Master Feed,Business Services,37.0,2.0,344.0,1420.0,20.0,32.0,2.59689922481,312.0,6113.0,1138,2.8,11.0,1,159312.0,0,3000.0,11.0,82zFU,False
8383,app.theresumator.com,Information Technology,32.0,0.0,38.0,82.0,8.0,0.0,2.27777777778,31.0,1822.0,593,2.5,8.0,1,75769.0,0,125.0,,AA5Kn,False
8384,UNKNOWN,Computer Hardware & Software,0.0,0.0,26.0,46.0,6.0,0.0,4.22222222222,206.0,271.0,8,2.8,32.0,1,81470.0,0,125.0,,uuX6H,False
8385,EMPLOYER SOURCE,Advertising & Marketing,5.0,0.0,62.0,70.0,0.0,2.0,2.79310344828,219.0,453.0,844,3.0,9.0,1,42300.0,0,25.0,1.0,5rWfQ,False
8386,UNKNOWN,Real Estate,0.0,0.0,70.0,132.0,2.0,2.0,1.96774193548,,411.0,121,2.3,10.0,1,33299.0,0,106.0,1.0,xUikE,False
8387,EMPLOYER SOURCE,Information Technology,3.0,2.0,12.0,100.0,2.0,2.0,4.0,60.0,456.0,455,,,0,115411.0,0,70.0,2.0,BE8qT,False
8388,EMPLOYER SOURCE,Information Technology,9.0,2.0,658.0,1736.0,132.0,12.0,2.57777777778,307.0,12808.0,1009,2.7,10.0,1,352452.0,0,3000.0,13.0,RPWkq,False
8389,other,Retail,634.0,0.0,1724.0,4414.0,140.0,24.0,3.11257309942,1406.0,,924,2.2,10.0,1,35303.0,1,7500.0,10.0,HepHa,False
8390,CustomCrawl,Business Services,3.0,0.0,58.0,70.0,12.0,18.0,4.53846153846,107.0,426.0,694,2.3,14.0,1,38923.0,0,125.0,13.0,4WSuO,False
8391,icims,Health Care,6.0,0.0,6.0,238.0,0.0,0.0,2.5,100.0,174.0,0,2.5,5.0,1,42279.0,0,120.0,1.0,u7coL,False
8392,Jobvite,Aerospace & Defense,426.0,,,,,,,,,1307,3.5,33.0,1,76668.0,0,3000.0,15.0,1Epke,False
8393,EMPLOYER SOURCE,,2.0,0.0,6.0,38.0,0.0,0.0,4.0,,315.0,247,,,0,57232.0,0,,2.0,esMIA,False
8394,healthcareSource,Health Care,170.0,0.0,60.0,166.0,10.0,0.0,4.0,125.0,625.0,224,2.7,13.0,1,115119.0,0,2632.0,3.0,1HREJ,False
8395,EMPLOYER SOURCE,Manufacturing,16.0,0.0,12.0,78.0,4.0,0.0,3.2,72.0,225.0,516,2.0,2.0,1,50830.0,0,364.0,1.0,t6muR,True
8396,kenexaBrassRing,Business Services,90.0,0.0,318.0,724.0,28.0,0.0,2.60563380282,362.0,2468.0,383,2.3,19.0,1,63117.0,0,4000.0,13.0,bYTsO,False
8397,app.theresumator.com,Retail,20.0,0.0,34.0,248.0,16.0,0.0,3.26666666667,616.0,4469.0,379,2.7,9.0,1,80111.0,0,350.0,2.0,wqNB2,True
8398,EMPLOYER SOURCE,Biotech & Pharmaceuticals,34.0,2.0,58.0,130.0,6.0,20.0,3.2,339.0,1356.0,510,2.5,19.0,1,74595.0,0,670.0,3.0,2MJQl,False
8399,OpenHire (FTP Feed),Manufacturing,1037.0,,,,,,,,,814,2.8,42.0,1,74598.0,0,30000.0,6.0,FL9ED,False
8400,OpenHire (FTP Feed),Insurance,5.0,0.0,62.0,122.0,14.0,0.0,3.03846153846,277.0,811.0,61,2.4,9.0,1,46158.0,0,350.0,,5h62Q,False
8401,kenexaBrassRing,Education,34.0,0.0,224.0,644.0,12.0,4.0,3.83333333333,85.0,1750.0,0,2.7,26.0,1,85668.0,0,1200.0,1.0,dvXkE,False
8402,healthcareSource,Health Care,99.0,0.0,22.0,92.0,0.0,0.0,3.33333333333,181.0,307.0,0,2.5,28.0,1,94131.0,0,1480.0,1.0,0bOry,False
8403,CustomCrawl,Government,586.0,0.0,1528.0,14608.0,138.0,26.0,3.79406919275,1853.0,33403.0,1142,2.7,60.0,1,222635.0,0,15000.0,9.0,RiME8,False
8404,UNKNOWN,Transportation & Logistics,0.0,0.0,0.0,0.0,0.0,0.0,,,21.0,37,,,0,60000.0,0,550.0,3.0,kZBkl,False
8405,CustomCrawl,Manufacturing,10.0,4.0,78.0,300.0,16.0,2.0,3.625,303.0,1947.0,0,2.4,10.0,1,72551.0,1,1100.0,1.0,6p1Ci,False
8406,MyStaffingPro,Computer Hardware & Software,26.0,4.0,62.0,130.0,4.0,14.0,3.5,543.0,,660,2.6,17.0,1,65735.0,0,125.0,6.0,WXfUG,False
8407,iCIMS Master Feed,"Restaurants, Bars & Food Services",1.0,0.0,24.0,42.0,6.0,18.0,3.2,35.0,520.0,336,2.3,6.0,1,57602.0,0,100.0,2.0,JHR83,False
8408,CustomCrawl,Computer Hardware & Software,52.0,2.0,1352.0,3656.0,136.0,38.0,3.14901256732,236.0,9967.0,1135,2.7,22.0,1,173923.0,0,15000.0,29.0,xBydX,True
8409,UNKNOWN,Information Technology,0.0,0.0,0.0,0.0,0.0,0.0,,,34.0,42,,,0,0.0,0,25.0,5.0,o3G2g,False
8410,CustomCrawl,"Oil, Gas, Energy & Utilities",229.0,2.0,210.0,494.0,18.0,6.0,2.90322580645,1094.0,2645.0,916,2.6,15.0,1,43417.0,0,4028.0,1.0,vMNyI,False
8411,UNKNOWN,Government,0.0,0.0,12.0,10.0,0.0,2.0,2.6,48.0,94.0,0,2.5,7.0,1,28912.0,0,325.0,1.0,2GyG5,False
8412,icims,Business Services,26.0,0.0,78.0,122.0,22.0,0.0,2.8,132.0,1558.0,634,2.9,46.0,1,50700.0,0,350.0,4.0,bOCgj,False
8413,UNKNOWN,Real Estate,0.0,0.0,68.0,118.0,2.0,2.0,2.86206896552,,492.0,0,2.4,6.0,1,43219.0,0,125.0,1.0,CwvHL,False
8414,other,Information Technology,5.0,8.0,18.0,30.0,4.0,0.0,3.71428571429,74.0,193.0,65,1.0,8.0,1,113283.0,0,125.0,5.0,reFPV,False
8415,taleo,Manufacturing,58.0,6.0,136.0,534.0,8.0,4.0,3.35714285714,813.0,2771.0,630,2.5,19.0,1,74983.0,0,27000.0,9.0,7SO1v,False
8416,UNKNOWN,Media,0.0,0.0,52.0,54.0,10.0,0.0,3.14285714286,,396.0,336,2.3,17.0,1,87500.0,0,125.0,4.0,1NGbL,False
8417,tbe,Manufacturing,122.0,0.0,56.0,96.0,6.0,2.0,2.66666666667,1320.0,2474.0,-162,1.9,9.0,1,38089.0,0,1671.0,,RJ5FI,False
8418,CustomCrawl,Advertising & Marketing,5.0,4.0,14.0,34.0,2.0,0.0,4.4,67.0,357.0,548,2.0,35.0,1,0.0,0,125.0,4.0,UbWzY,False
8419,SmartRecruiters,Non-Profit,14.0,0.0,1074.0,2778.0,116.0,6.0,3.33678756477,4054.0,21235.0,387,2.6,23.0,1,52040.0,0,530.0,15.0,eBXFm,False
8420,UNKNOWN,Information Technology,0.0,0.0,86.0,184.0,10.0,0.0,2.91428571429,,574.0,154,2.8,12.0,1,60550.0,0,750.0,2.0,3Ke3E,False
8421,EMPLOYER SOURCE,Agriculture & Forestry,23.0,6.0,16.0,18.0,0.0,28.0,4.42857142857,,122.0,370,1.0,2.0,1,74429.0,0,125.0,2.0,rCcGG,True
8422,CustomCrawl,Manufacturing,5.0,0.0,20.0,52.0,0.0,0.0,2.66666666667,,250.0,0,3.0,90.0,1,69187.0,0,,1.0,b0BDd,False
8423,healthcareSource,Health Care,100.0,4.0,54.0,186.0,8.0,0.0,3.78260869565,27.0,443.0,407,3.0,52.0,1,167021.0,0,3800.0,6.0,4vomI,False
8424,UNKNOWN,Finance,0.0,0.0,60.0,584.0,8.0,0.0,3.51851851852,5.0,1196.0,372,2.9,39.0,1,84479.0,0,393.0,7.0,XGGBt,False
8425,UNKNOWN,Consumer Services,0.0,0.0,58.0,280.0,4.0,0.0,2.92307692308,,517.0,-6,2.6,9.0,1,39826.0,0,1000.0,1.0,ex51x,False
8426,UNKNOWN,Manufacturing,0.0,0.0,44.0,66.0,2.0,0.0,3.25,169.0,259.0,558,2.0,5.0,1,47774.0,0,160.0,1.0,Zzu0y,False
8427,icims,Insurance,16.0,0.0,36.0,254.0,0.0,0.0,4.0,159.0,1545.0,0,3.3,45.0,1,56085.0,0,3000.0,1.0,3PZ1l,False
8428,other,Manufacturing,1.0,0.0,62.0,136.0,10.0,6.0,1.7037037037,,850.0,579,3.0,26.0,1,48157.0,0,200.0,2.0,ustvG,False
8429,CustomCrawl,Business Services,1.0,88.0,40.0,74.0,4.0,70.0,4.89473684211,49.0,1465.0,740,3.0,7.0,1,81103.0,0,125.0,2.0,AwBsW,False
